cpd:C00001	cpd:H2O
dr:D08148	dr:Loxapine hydrochloride
dr:D08149	dr:Loxoprofen
dr:D08150	dr:Lufenuron
dr:D08151	dr:Luprostiol
dr:D08152	dr:Lysozyme
dr:D08153	dr:Mabuprofen
dr:D08154	dr:Magnesium glucoheptonate
dr:D08155	dr:Manidipine
dr:D08156	dr:Marbofloxacin
dr:D08157	dr:Mazaticol
dr:D08158	dr:Mazipredone
dr:D08159	dr:Mazipredone hydrochloride
dr:D08160	dr:Mebeverine
dr:D08161	dr:Mebhydrolin
dr:D08162	dr:Meclofenamate sodium
dr:D08163	dr:Meclozine
dr:D08164	dr:Mecysteine
dr:D08165	dr:Medetomidine
dr:D08166	dr:Medroxyprogesterone
dr:D08167	dr:Megestrol
dr:D08168	dr:Melarsomine
dr:D08170	dr:Melatonin
dr:D08171	dr:Melitracen
dr:D08172	dr:Melperone hydrochloride
dr:D08173	dr:Melphalan hydrochloride
dr:D08174	dr:Memantine
dr:D08175	dr:Menadiol
dr:D08176	dr:Menadiol sodium sulfate
dr:D08177	dr:Menadione sodium bisulfite
dr:D08178	dr:Menbutone
dr:D08179	dr:Mepacrine
dr:D08180	dr:Mephentermine
dr:D08181	dr:Mepivacaine
dr:D08182	dr:Meptazinol
dr:D08183	dr:Mepyramine
dr:D08184	dr:Mepyramine theophyllineacetate
dr:D08185	dr:Meropenem
dr:D08186	dr:Metadoxine
dr:D08187	dr:Metamfetamine
dr:D08188	dr:Metamizole
dr:D08189	dr:Metamizole magnesium salt
dr:D08190	dr:Dipyrone
dr:D08191	dr:Metampicillin sodium
dr:D08192	dr:Metaraminol
dr:D08193	dr:Metenolone
dr:D08194	dr:Deserpidine
dr:D08195	dr:Methadone
dr:D08196	dr:Methandriol
dr:D08197	dr:Methandriol dipropionate
dr:D08198	dr:Methaniazide
dr:D08199	dr:Methenamine sulfosalicylate
dr:D08200	dr:Methoprene
dr:D08201	dr:Methoxamine
dr:D08204	dr:Methyl aminolevulinate
dr:D08205	dr:Methyldopa
dr:D08206	dr:Methylephedrine
dr:D08207	dr:Methylergometrine
dr:D08208	dr:Metipamide
dr:D08209	dr:Metixene
dr:D08210	dr:Metomidate
dr:D08211	dr:Metomidate hydrochloride
dr:D08212	dr:Trimazosin
dr:D08213	dr:Metoxibutropate
dr:D08214	dr:Metronidazole benzoate
dr:D08215	dr:Mexiletine
dr:D08216	dr:Mianserin
dr:D08217	dr:Mibefradil
dr:D08218	dr:Micafungin
dr:D08219	dr:Micronomicin
dr:D08220	dr:Midodrine
dr:D08221	dr:Varespladib methyl
dr:D08222	dr:Milnacipran
dr:D08223	dr:Miristalkonium chloride
dr:D08224	dr:Mitoxantrone
dr:D08225	dr:Moexipril
dr:D08226	dr:Molindone
dr:D08227	dr:Mometasone
dr:D08228	dr:Monensin
dr:D08229	dr:Montelukast
dr:D08230	dr:Morantel
dr:D08231	dr:Morantel citrate
dr:D08232	dr:Moroctocog alfa
dr:D08233	dr:Morphine
dr:D08234	dr:Morphine tartrate
dr:D08235	dr:Mosapramine
dr:D08236	dr:Mosapride
dr:D08237	dr:Moxifloxacin
dr:D08238	dr:Moxaverine hydrochloride
dr:D08239	dr:Moxisylyte
dr:D08240	dr:Nafamostat
dr:D08241	dr:Nafarelin
dr:D08242	dr:Nafcillin
dr:D08243	dr:Naftazone
dr:D08244	dr:Naftidrofuryl
dr:D08245	dr:Naftifine
dr:D08246	dr:Nalbuphine
dr:D08247	dr:Nalorphine
dr:D08248	dr:Nalorphine hydrochloride
dr:D08249	dr:Naloxone
dr:D08250	dr:Nandrolone
dr:D08251	dr:Nandrolone laurate
dr:D08252	dr:Placenta hydrolysate
dr:D08253	dr:Naphazoline
dr:D08254	dr:Endralazine
dr:D08255	dr:Naratriptan
dr:D08256	dr:Nateplase
dr:D08257	dr:Nefazodone
dr:D08258	dr:Nefopam
dr:D08259	dr:Nelfinavir
dr:D08260	dr:Neomycin
dr:D08261	dr:Neostigmine
dr:D08262	dr:Mangafodipir
dr:D08263	dr:Magnesium pidolate
dr:D08265	dr:Hydroquinine hydrobromide
dr:D08266	dr:Lactitol
dr:D08267	dr:Hydroquinine
dr:D08268	dr:Netilmicin
dr:D08269	dr:Nicametate
dr:D08270	dr:Nicardipine
dr:D08271	dr:Nicergoline tartrate
dr:D08272	dr:Nicocodine
dr:D08273	dr:Nicomorphine hydrochloride
dr:D08274	dr:Ethyl nicotinate
dr:D08275	dr:Niflumic acid
dr:D08276	dr:Nimustine
dr:D08277	dr:Turofexorate isopropyl
dr:D08278	dr:Nitroxinil
dr:D08279	dr:Tozasertib
dr:D08280	dr:Nizofenone
dr:D08281	dr:Nomegestrol acetate
dr:D08282	dr:Nonivamide
dr:D08283	dr:Nordazepam
dr:D08284	dr:Norepinephrine hydrochoride
dr:D08285	dr:Norethisterone enantate
dr:D08286	dr:Norfenefrine
dr:D08287	dr:Norfloxacin nicotinate
dr:D08288	dr:Nortriptyline
dr:D08289	dr:Octenidine
dr:D08290	dr:Oblimersen
dr:D08291	dr:Ofloxacin hydrochloride
dr:D08292	dr:Olaquindox
dr:D08293	dr:Olopatadine
dr:D08294	dr:Olprinone
dr:D08295	dr:Olsalazine
dr:D08296	dr:Omoconazole
dr:D08297	dr:Opipramol
dr:D08298	dr:Orazamide
dr:D08299	dr:Orbifloxacin
dr:D08300	dr:Orciprenaline
dr:D08301	dr:Ormeloxifene
dr:D08302	dr:Ornithine
dr:D08303	dr:Ornithine aspartate
dr:D08304	dr:Orotic acid calcium salt
dr:D08305	dr:Orphenadrine
dr:D08306	dr:Oseltamivir
dr:D08307	dr:Oxacillin
dr:D08308	dr:Oxedrine tartrate
dr:D08309	dr:Oxedrine hydrochloride
dr:D08310	dr:Oxeladin
dr:D08311	dr:Oxetacaine hydrochloride
dr:D08312	dr:Oxetorone
dr:D08313	dr:Oxiconazole
dr:D08314	dr:Oxilofrine
dr:D08315	dr:Oxilofrine hydrochloride
dr:D08316	dr:Oxolamine citrate
dr:D08317	dr:Oxolamine phosphate
dr:D08318	dr:Oxprenolol
dr:D08319	dr:Oxybuprocaine
dr:D08320	dr:Oxyclozanide
dr:D08321	dr:Oxyfedrine
dr:D08322	dr:Oxymetazoline
dr:D08323	dr:Oxymorphone
dr:D08324	dr:Oxyphenbutazone
dr:D08325	dr:Oxyphencyclimine
dr:D08326	dr:Oxyphenisatine
dr:D08327	dr:Ozagrel
dr:D08328	dr:Palmidrol
dr:D08329	dr:Penethamate hydriodide
dr:D08330	dr:Penicillamine hydrochloride
dr:D08331	dr:Pentaerythritol
dr:D08332	dr:Pentalamide
dr:D08333	dr:Pentamidine
dr:D08334	dr:Pentoxyverine
dr:D08335	dr:Pentoxyverine hydrochloride
dr:D08336	dr:Peplomycin
dr:D08337	dr:Iclaprim
dr:D08338	dr:Perflunafene
dr:D08339	dr:Pergolide
dr:D08340	dr:Perhexiline
dr:D08341	dr:Perphenazine decanoate
dr:D08342	dr:Perphenazine enantate
dr:D08343	dr:Pethidine
dr:D08344	dr:Tozasertib lactate
dr:D08345	dr:Phenamacide hydrochloride
dr:D08346	dr:Phenazopyridine
dr:D08347	dr:Phendimetrazine
dr:D08348	dr:Phendimetrazine hydrochloride
dr:D08349	dr:Phenelzine
dr:D08350	dr:Pheneticillin
dr:D08351	dr:Phenformin
dr:D08352	dr:Phenformin hydrochloride
dr:D08353	dr:Phenindamine
dr:D08354	dr:Phenindione
dr:D08355	dr:Pheniramine
dr:D08356	dr:Phenobarbital diethylamine
dr:D08357	dr:Phenothrin
dr:D08358	dr:Phenoxybenzamine
dr:D08359	dr:Phenoxyethanol
dr:D08360	dr:Phenoxymethylpenicillin calcium
dr:D08361	dr:Phentetramine
dr:D08362	dr:Phentolamine
dr:D08363	dr:Phenylbutazone calcium
dr:D08364	dr:Phenylbutazone sodium
dr:D08365	dr:Phenylephrine
dr:D08366	dr:Phenylephrine tartrate
dr:D08367	dr:Phenylphenol
dr:D08368	dr:Phenylpropanolamine
dr:D08369	dr:Polyphloroglucinol phosphate
dr:D08370	dr:Pholedrine
dr:D08371	dr:Pholedrine sulfate
dr:D08372	dr:Phosmet
dr:D08373	dr:Phoxim
dr:D08374	dr:Piketoprofen
dr:D08375	dr:Piketoprofen hydrochloride
dr:D08376	dr:Pilocarpine borate
dr:D08377	dr:Pilsicainide
dr:D08378	dr:Pioglitazone
dr:D08379	dr:Pipemidic acid
dr:D08380	dr:Piperacillin
dr:D08381	dr:Piperazine hexahydrate
dr:D08382	dr:Piperidolate
dr:D08383	dr:Piperonyl butoxide
dr:D08384	dr:Pipethanate
dr:D08385	dr:Pipotiazine
dr:D08386	dr:Pirarubicin hydrochloride
dr:D08387	dr:Pirbuterol
dr:D08388	dr:Pirenoxine sodium salt
dr:D08389	dr:Pirenzepine
dr:D08390	dr:Pirisudanol dimaleate
dr:D08391	dr:Pirlimycin
dr:D08392	dr:Pirlindole
dr:D08393	dr:Pirlindole hydrochloride
dr:D08394	dr:Pirmenol
dr:D08395	dr:Piroheptine
dr:D08396	dr:Pivampicillin
dr:D08397	dr:Pizotifen malate
dr:D08398	dr:Policosanol
dr:D08399	dr:Polihexanide
dr:D08400	dr:Polygeline
dr:D08401	dr:Polymyxin B
dr:D08402	dr:Poractant alfa
dr:D08403	dr:Potassium
dr:D08404	dr:Prajmalium bitartrate
dr:D08405	dr:Pramiracetam
dr:D08406	dr:Pramiverine
dr:D08407	dr:Pramocaine
dr:D08408	dr:Pranlukast
dr:D08409	dr:Prasterone
dr:D08410	dr:Pravastatin
dr:D08411	dr:Prazosin
dr:D08412	dr:Prednisolone pivalate
dr:D08413	dr:Prednisolone sodium metazoate
dr:D08414	dr:Prednisolone 21-
dr:D08415	dr:Prednisolone steaglate
dr:D08416	dr:Prednisone acetate
dr:D08417	dr:Prenoxdiazine hydrochloride
dr:D08418	dr:Pridinol
dr:D08419	dr:Pridinol hydrochloride
dr:D08420	dr:Primaquine
dr:D08421	dr:Procainamide
dr:D08422	dr:Procaine
dr:D08423	dr:Procarbazine
dr:D08424	dr:Procaterol
dr:D08425	dr:Procyclidine
dr:D08426	dr:Profenamine
dr:D08427	dr:Proglumetacin
dr:D08428	dr:Proguanil
dr:D08429	dr:Proligestone
dr:D08430	dr:Promazine
dr:D08431	dr:Promegestone
dr:D08432	dr:Promethazine maleate
dr:D08433	dr:Promolate
dr:D08434	dr:Propacetamol hydrochloride
dr:D08435	dr:Propafenone
dr:D08436	dr:Propamidine isetionate
dr:D08437	dr:Propetamphos
dr:D08438	dr:Propicillin
dr:D08439	dr:Propiomazine maleate
dr:D08440	dr:Sodium propionate
dr:D08441	dr:Propiverine
dr:D08442	dr:Propoxur
dr:D08443	dr:Propranolol
dr:D08444	dr:Propylhexedrine hydrochloride
dr:D08445	dr:Protamine hydrochloride
dr:D08446	dr:Prothipendyl hydrochloride
dr:D08447	dr:Protriptyline
dr:D08448	dr:Proxymetacaine
dr:D08449	dr:Pseudoephedrine
dr:D08450	dr:Psoralene
dr:D08451	dr:Pyrantel
dr:D08452	dr:Pyrethrin I
dr:D08453	dr:Pargyline
dr:D08454	dr:Pyridoxine
dr:D08455	dr:Pyriproxyfen
dr:D08456	dr:Quetiapine
dr:D08457	dr:Quinagolide hydrochloride
dr:D08458	dr:Quinidine
dr:D08459	dr:Quinidine phenylethylbarbiturate
dr:D08460	dr:Quinine
dr:D08461	dr:Quinine dihydrochloride
dr:D08462	dr:Quinisocaine
dr:D08463	dr:Rabeprazole
dr:D08464	dr:Racecadotril
dr:D08465	dr:Raloxifene
dr:D08466	dr:Ramosetron
dr:D08467	dr:Ranelic acid
dr:D08468	dr:Strontium ranelate
dr:D08469	dr:Rasagiline
dr:D08470	dr:Raubasine
dr:D08471	dr:Razoxane
dr:D08472	dr:Reboxetine
dr:D08473	dr:Remifentanil
dr:D08474	dr:Reproterol
dr:D08475	dr:Resmethrin
dr:D08476	dr:Resocortol
dr:D08477	dr:Retinol propionate
dr:D08478	dr:Ribostamycin
dr:D08479	dr:Rifampicin sodium
dr:D08480	dr:Rifamycin sodium
dr:D08481	dr:Rilmazafone
dr:D08482	dr:Rilmenidine
dr:D08483	dr:Rimantadine
dr:D08484	dr:Risedronic acid
dr:D08485	dr:Rizatriptan
dr:D08486	dr:Robenidine
dr:D08487	dr:Romifidine
dr:D08488	dr:Amlodipine besilate and atorvastatin calcium
dr:D08489	dr:Ropinirole
dr:D08490	dr:Ropivacaine
dr:D08491	dr:Rosiglitazone
dr:D08492	dr:Rosuvastatin
dr:D08493	dr:Dorzolamide hydrochloride and timolol maleate
dr:D08494	dr:Roxatidine
dr:D08495	dr:Roxatidine acetate
dr:D08496	dr:Rufloxacin hydrochloride
dr:D08497	dr:Rupatadine fumarate
dr:D08498	dr:Ruscogenin
dr:D08499	dr:Rutoside
dr:D08500	dr:Saccharin sodium
dr:D08501	dr:Trolamine salicylate
dr:D08502	dr:Salinomycin
dr:D08503	dr:Toceranib
dr:D08504	dr:Samarium
dr:D08505	dr:Sapropterin
dr:D08506	dr:Sarafloxacin
dr:D08507	dr:Sarmazenil
dr:D08508	dr:Sarpogrelate
dr:D08509	dr:Sermorelin
dr:D08510	dr:Sertaconazole nitrate
dr:D08511	dr:Setiptiline
dr:D08512	dr:Sevelamer
dr:D08513	dr:Sibutramine
dr:D08514	dr:Sildenafil
dr:D08515	dr:Silibinin
dr:D08516	dr:Sitagliptin
dr:D08517	dr:Sitaxentan sodium
dr:D08518	dr:beta-Sitosterol
dr:D08519	dr:Smectite
dr:D08520	dr:Sobrerol
dr:D08521	dr:Sodium aurothiosulfate
dr:D08522	dr:Solifenacin
dr:D08523	dr:Somatorelin
dr:D08524	dr:Sorafenib
dr:D08525	dr:Sotalol
dr:D08526	dr:Spectinomycin
dr:D08527	dr:Spiramycin adipate
dr:D08528	dr:Spiramycin embonate
dr:D08529	dr:Spirapril
dr:D08530	dr:Varidase
dr:D08531	dr:Streptomycin
dr:D08532	dr:Succinimide
dr:D08533	dr:Sulbactam
dr:D08534	dr:Sulbenicillin
dr:D08535	dr:Sulconazole
dr:D08536	dr:Suleparoid
dr:D08537	dr:Sulfaclozine
dr:D08538	dr:Sulfadimethoxine sodium
dr:D08539	dr:Sulfadimidine sodium
dr:D08540	dr:Sulfamethoxypyridazine sodium salt
dr:D08541	dr:Sulfametrole
dr:D08542	dr:Sulfamidochrysoidine
dr:D08543	dr:Sulfanilamide
dr:D08544	dr:Toceranib phosphate
dr:D08545	dr:Sulfiram
dr:D08546	dr:Sulglicotide
dr:D08547	dr:Sulodexide
dr:D08548	dr:Sulphobromophthalein
dr:D08549	dr:Sultopride
dr:D08550	dr:Sultosilic acid
dr:D08551	dr:Sultosilic acid piperazine salt
dr:D08552	dr:Sunitinib
dr:D08553	dr:Suxethonium chloride
dr:D08554	dr:Tacalcitol
dr:D08555	dr:Tacrine
dr:D08556	dr:Tacrolimus
dr:D08557	dr:Talampicillin
dr:D08558	dr:Talipexole
dr:D08559	dr:Tamoxifen
dr:D08560	dr:Tamsulosin
dr:D08561	dr:Tandospirone
dr:D08562	dr:Tasonermin
dr:D08563	dr:Iclaprim mesylate
dr:D08565	dr:Telmesteine
dr:D08566	dr:Temocapril
dr:D08567	dr:Temocillin disodium salt
dr:D08568	dr:Tenoic acid
dr:D08569	dr:Terazosin
dr:D08570	dr:Terbutaline
dr:D08571	dr:Terlipressin acetate
dr:D08572	dr:Tertatolol hydrochloride
dr:D08573	dr:Testosterone decanoate
dr:D08574	dr:Testosterone phenylpropionate
dr:D08575	dr:Tetrabenazine
dr:D08576	dr:Tetramisole
dr:D08577	dr:Tetridamine maleate
dr:D08578	dr:Tetryzoline
dr:D08579	dr:Thebacon hydrochloride
dr:D08580	dr:Thiamine
dr:D08581	dr:Monophosphothiamine
dr:D08582	dr:Thiamphenicol glycinate acetylcysteinate
dr:D08583	dr:Thiamphenicol aminoacetate hydrochloride
dr:D08584	dr:Thioacetazone
dr:D08585	dr:Thioproperazine
dr:D08586	dr:Thiosalicylic acid
dr:D08587	dr:Thonzylamine
dr:D08588	dr:Tiagabine
dr:D08589	dr:Tianeptine sodium
dr:D08590	dr:Tiapride
dr:D08591	dr:Tiaprost
dr:D08592	dr:Tiaramide
dr:D08593	dr:Ticarcillin
dr:D08594	dr:Ticlopidine
dr:D08595	dr:Tiemonium methylsulfate
dr:D08596	dr:Tiletamine
dr:D08597	dr:Tilidine
dr:D08598	dr:Tilisolol
dr:D08599	dr:Tiludronic acid
dr:D08600	dr:Timolol
dr:D08601	dr:Timonacic
dr:D08602	dr:Tinoridine
dr:D08603	dr:Tioguanine
dr:D08604	dr:Tipepidine
dr:D08605	dr:Tipranavir
dr:D08606	dr:Tirilazad
dr:D08607	dr:Tirofiban
dr:D08608	dr:Tiropramide hydrochloride
dr:D08609	dr:Tisokinase
dr:D08610	dr:Tixocortol
dr:D08611	dr:Tizanidine
dr:D08612	dr:Tocopherol succinate
dr:D08613	dr:Todralazine
dr:D08614	dr:Tolazoline
dr:D08615	dr:Toldimfos
dr:D08616	dr:Teneligliptin
dr:D08617	dr:Tolperisone
dr:D08618	dr:Topotecan
dr:D08619	dr:Torasemide sodium
dr:D08620	dr:Toremifene
dr:D08621	dr:Tositumomab
dr:D08622	dr:Tositumomab 131 iodine
dr:D08623	dr:Tramadol
dr:D08624	dr:Tramazoline
dr:D08625	dr:Tranylcypromine
dr:D08626	dr:Trazodone
dr:D08627	dr:Trenbolone
dr:D08628	dr:Treprostinil monosodium salt
dr:D08629	dr:Tretoquinol
dr:D08630	dr:Tribuzone
dr:D08631	dr:Carmegliptin
dr:D08632	dr:Tricaine mesilate
dr:D08633	dr:Trichloroacetic acid
dr:D08634	dr:Triclofos
dr:D08635	dr:Degarelix acetate
dr:D08636	dr:Trifluoperazine
dr:D08637	dr:Trifluperidol hydrochloride
dr:D08638	dr:Trihexyphenidyl
dr:D08639	dr:Trimebutine
dr:D08640	dr:Trimecaine
dr:D08641	dr:Trimecaine hydrochloride
dr:D08642	dr:Trimetazidine
dr:D08643	dr:Trimethobenzamide
dr:D08644	dr:Trimethoprim lactate
dr:D08645	dr:Tripelennamine
dr:D08646	dr:Triphosadenine
dr:D08647	dr:Triphosadenine disodium salt
dr:D08648	dr:Triprolidine
dr:D08649	dr:Triptorelin acetate
dr:D08650	dr:Troclosene
dr:D08651	dr:Troclosene sodium
dr:D08652	dr:Tromantadine hydrochloride
dr:D08653	dr:Tropatepine hydrochloride
dr:D08654	dr:Trovafloxacin
dr:D08655	dr:Tubocurarine chloride
dr:D08656	dr:Aleplasinin
dr:D08657	dr:Apricoxib
dr:D08658	dr:Tymazoline hydrochloride
dr:D08659	dr:3,5-Dibromo-L-tyrosine
dr:D08660	dr:Ulobetasol
dr:D08661	dr:Unoprostone
dr:D08662	dr:Urapidil hydrochloride
dr:D08663	dr:Mersalyl
dr:D08664	dr:Valaciclovir
dr:D08665	dr:Valnemulin
dr:D08666	dr:Valnemulin hydrochloride
dr:D08667	dr:Calcium valproate
dr:D08668	dr:Vardenafil
dr:D08669	dr:Varenicline
dr:D08670	dr:Venlafaxine
dr:D08671	dr:Vetrabutine
dr:D08672	dr:Vetrabutine hydrochloride
dr:D08673	dr:Viloxazine
dr:D08674	dr:Viminol 4-hydroxybenzoate
dr:D08675	dr:Vinblastine
dr:D08676	dr:Vinburnine
dr:D08677	dr:Vincamine
dr:D08678	dr:Vincamine hydrochloride
dr:D08679	dr:Vincristine
dr:D08680	dr:Vinorelbine
dr:D08681	dr:Vonicog alfa
dr:D08682	dr:Warfarin
dr:D08683	dr:Xylazine
dr:D08684	dr:Xylometazoline
dr:D08685	dr:Yohimbine
dr:D08686	dr:Ziconotide acetate
dr:D08687	dr:Ziprasidone
dr:D08688	dr:Zofenopril
dr:D08689	dr:Zoledronic acid
dr:D08690	dr:Zolpidem
dr:D08691	dr:Zuclopenthixol acetate
dr:D08692	dr:Zuclopenthixol decanoate
dr:D08693	dr:Zuclopenthixol dihydrochloride
dr:D08694	dr:dl-Methylephedrine hydrochloride and chlorpheniramine maleate
dr:D08695	dr:dl-Methylephedrine hydrochloride, dihydrocodeine phosphate, diprophylline, diphenhydramine salicylate, acetaminophen and bromovalerylurea
dr:D08696	dr:Acetaminophen, ephedra herb, scopolia extract, caffeine and sodium benzoate and magnesium oxide
dr:D08697	dr:Platycodon fluidextract, glycyrrhiza extract, plantago herb extract, peony root extract and dihydrocodeine phosphate
dr:D08698	dr:Platycodon fluidextract, plantago herb extract and peony root extract
dr:D08699	dr:Salmeterol xinafoate and fluticasone propionate
dr:D08700	dr:Bifidobacterium and lactomin
dr:D08701	dr:Lactomin and amylolytic bacillus
dr:D08702	dr:Lactomin, amylolytic bacillus and clostridium butyricum
dr:D08703	dr:L-Glutamic acid, pipethanate hydrochloride and aluminum hydroxide-sodium bicarbonate co-precipitate
dr:D08704	dr:Magnesium aluminometasilicate, methylmethionine sulfonium chloride, magnesium carbonate and precipitated calcium carbonate
dr:D08705	dr:Digestive enzyme derived from aspergillus
dr:D08706	dr:l-Menthol, cinnamon bark, gentian, zanthoxylum fruit, ginger and sodium bicarbonate
dr:D08707	dr:l-Menthol, gentian, scopolia extract powder and sodium bicarbonate
dr:D08708	dr:Licase
dr:D08709	dr:Picrasma wood and sodium bicarbonate
dr:D08710	dr:Sulfur, fennel, glycyrrhiza and senna leaf
dr:D08711	dr:Coptis rhizome, senna leaf, rhubarb, magnesium oxide and magnesium sulfate hydrate
dr:D08712	dr:Chimaphila umbellata, populus tremula, pulsatilla pratensis mill, equisetum arvense and wheat germ oil
dr:D08713	dr:Alkylpolyaminoethylglycine hydrochloride and polyoxyethylenealkylphenyl ether
dr:D08714	dr:d-Camphor and mentha oil
dr:D08715	dr:dl-Camphor, dl-menthol, methyl salicylate and diphenhydramine
dr:D08716	dr:dl-Camphor, l-menthol, glycyrrhetinic acid and methyl salicylate
dr:D08717	dr:dl-Camphor, l-menthol, glycol salicylate, methyl salicylate, diphenhydramine and benzyl nicotinate
dr:D08718	dr:dl-Camphor, l-menthol and methyl salicylate
dr:D08719	dr:dl-Camphor, l-menthol, methyl salicylate, diphenhydramine, nonanoic acid vanillylamide and mentha oil
dr:D08720	dr:dl-Camphor, l-menthol, methyl salicylate and diphenhydramine hydrochloride
dr:D08721	dr:dl-Camphor, l-menthol, methyl salicylate, thymol and mentha oil
dr:D08722	dr:dl-Camphor, l-menthol, methyl salicylate and mentha oil
dr:D08723	dr:dl-Camphor, capsicum extract and methyl salicylate
dr:D08724	dr:dl-Camphor, glycol salicylate and nonanoic acid vanillylamide
dr:D08725	dr:dl-Camphor, methyl salicylate and mentha oil
dr:D08726	dr:dl-Camphor, methyl salicylate, mentha oil and eucalyptus oil
dr:D08727	dr:dl-Camphor and methyl salicylate
dr:D08728	dr:l-Menthol and glycol salicylate
dr:D08729	dr:Salicylic acid and zinc oxide
dr:D08730	dr:Glycol salicylate and nonanoic acid vanillylamide
dr:D08731	dr:Methyl salicylate and diphenhydramine
dr:D08732	dr:Diphenhydramine and glyteer
dr:D08733	dr:Dexamethasone and glyteer
dr:D08734	dr:Dry distillation tar of defatting soybean
dr:D08735	dr:Visnadine
dr:D08736	dr:Sodium fluoride and phosphoric acid
dr:D08738	dr:Rosskastanien extract
dr:D08739	dr:L-Cysteine and ascorbic acid
dr:D08740	dr:Yellow beewax, almond oil and salicylic acid
dr:D08741	dr:Adenine, sodium citrate hydrate, citric acid hydrate, glucose and potassium phosphate, monobasic
dr:D08742	dr:Sodium citrate hydrate, citric acid hydrate, glucose and potassium phosphate, monobasic
dr:D08743	dr:D-Mannitol, adenine, potassium phosphate, monobasic, sodium citrate hydrate, citric acid hydrate, glucose and sodium chloride
dr:D08744	dr:ACD-A solution and MAP solution
dr:D08745	dr:CPD solution and MAP solution
dr:D08746	dr:Hot water extract of Mycobacterium tuberculosis
dr:D08747	dr:DL-Methionine and glycyrrhizic acid
dr:D08748	dr:Liver hydrolysate, cysteine hydrochloride, choline bitartrate, inositol and cyanocobalamin
dr:D08749	dr:Hydroxocobalamin and isotonic sodium chloride solution
dr:D08750	dr:Spherical carbonaceous adsorbent
dr:D08751	dr:Semi-alkaline proteinase
dr:D08752	dr:DNase and fibrinolysin
dr:D08753	dr:Bromelains and trypsin, crystallized
dr:D08754	dr:L-Arginine and L-arginine hydrochloride
dr:D08755	dr:Coriolus versicolor polysaccharide
dr:D08756	dr:Picibanil
dr:D08757	dr:[N,N'-ethylenedi-L-cysteinate
dr:D08758	dr:Technetium
dr:D08759	dr:Galactosyl human serum albumin diethylenetriamine pentaacetic acid technetium
dr:D08760	dr:Diethylenetriamine pentaacetic acid and diethylenetriamine pentaacetic acid technetium
dr:D08761	dr:Sodium pertechnetate
dr:D08762	dr:Technetium
dr:D08763	dr:99mTc-MIBI and tetrakis
dr:D08764	dr:Technetium
dr:D08765	dr:Sodium pyrophosphate hydrate and technetium
dr:D08766	dr:Phytate sodium hydrate and technetium
dr:D08767	dr:Benzoylmercaptoacetylglycylglycylglycine and mercaptoacetylglycylglycylglycine technetium
dr:D08768	dr:Promethazine hibenzate
dr:D08769	dr:Diphenhydramine hydrochloride and calcium bromide
dr:D08770	dr:Allergen extract
dr:D08772	dr:Cefoperazone sodium and sulbactam sodium
dr:D08773	dr:Ampicillin sodium and cloxacillin sodium hydrate
dr:D08774	dr:Amoxicillin hydrate, clarithromycin and lansoprazole
dr:D08775	dr:Abacavir sulfate and lamivudine
dr:D08776	dr:Pneumococcus vaccine
dr:D08777	dr:Freeze-dried live attenuated varicella vaccine
dr:D08778	dr:Freeze-dried, inactivated hepatitis A vaccine
dr:D08779	dr:pH4 Treated human normal immunoglobulin
dr:D08780	dr:Human C1 inactivator, freeze-dried concentrated
dr:D08781	dr:Polyethylene glycol treated human anti-HBs immunoglobulin
dr:D08782	dr:Polyethylene glycol treated human anti-tetanus immunoglobulin
dr:D08783	dr:Polyethylene glycol treated human normal immunoglobulin
dr:D08784	dr:Freeze-dried pH4 treated human normal immunoglobulin
dr:D08785	dr:Freeze-dried ion-exchange-resin treated human normal immunoglobulin
dr:D08786	dr:Freeze-dried sulfonated human normal immunoglobulin
dr:D08787	dr:Freeze-dried pepsin treated human normal immunoglobulin
dr:D08788	dr:Freeze-dried polyethylene glycol treated human normal immunoglobulin
dr:D08789	dr:Freeze-dried human anti-D
dr:D08790	dr:Freeze-dried human anti-HBs immunoglobulin
dr:D08791	dr:Freeze-dried human anti-tetanus immunoglobulin
dr:D08792	dr:Freeze-dried human fibrinogen
dr:D08793	dr:Human blood-coagulation factor eight inhibitor bypassing activity complex, dried
dr:D08794	dr:Human blood-coagulation factor IX complex, dried
dr:D08795	dr:Human anti-thrombin III, freeze-dried concentrated
dr:D08796	dr:Human activated protein C, freeze-dried concentrated
dr:D08797	dr:Freeze-dried human blood-coagulation factor IX
dr:D08798	dr:Freeze-dried human blood-coagulation factor VIII
dr:D08799	dr:Human anti-HBs immunoglobulin
dr:D08800	dr:Human haptoglobin
dr:D08801	dr:Human anti-tetanus immunoglobulin
dr:D08802	dr:Human blood-coagulation factor XIII fraction, dried
dr:D08803	dr:Varicella virus antigen
dr:D08804	dr:Freeze-dried live attenuated measles-rubella combined vaccine
dr:D08805	dr:Interferon gamma-n1
dr:D08806	dr:Histamine dihydrochloride and human normal immunoglobulin
dr:D08807	dr:Anti-human T-lymphocyte immunoglobulin, rabbit
dr:D08808	dr:Anti-human thymocyte immunoglobulin, equine
dr:D08809	dr:Aromatic powder
dr:D08810	dr:Quinine hydrochloride, sodium chloride, tartaric acid and sucrose
dr:D08811	dr:Dicyclohexyl ammonium nitrite and benzalkonium chloride
dr:D08812	dr:Factor XIII with fibrinogen
dr:D08813	dr:Aprotinin, thrombin and human fibrinogen
